gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
NODE_1_length_242150_cov_34.945588_21	19167	20498	1332	1	0.408	11	None	GENOMAD.183341.CP	4.113e-119	390	0	0	0	1	NA	NA	NA	PF19577;COG3203	DcaP outer membrane protein
NODE_1_length_242150_cov_34.945588_22	20550	21293	744	-1	0.407	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_23	21307	21984	678	-1	0.388	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_24	21987	22829	843	-1	0.412	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_25	22924	23817	894	-1	0.366	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_26	24355	25119	765	-1	0.388	11	GGAG/GAGG	GENOMAD.114368.CP	5.451e-28	116	0	0	0	1	NA	NA	NA	PF10568;PF14834;TIGR02182;COG2999;K22077	Glutaredoxin, GrxB family
NODE_1_length_242150_cov_34.945588_27	25465	26700	1236	1	0.396	11	None	GENOMAD.166670.PC	3.831e-12	71	0	0	0	1	NA	NA	NA	TIGR04022;K22219;COG1960	sulfur acquisition oxidoreductase, SfnB family
NODE_1_length_242150_cov_34.945588_28	26713	27936	1224	1	0.417	11	AGGAG	GENOMAD.166670.PC	4.367e-19	93	0	0	0	1	NA	NA	NA	TIGR04022;K22219;COG1960	sulfur acquisition oxidoreductase, SfnB family
NODE_1_length_242150_cov_34.945588_29	27936	29348	1413	1	0.406	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_30	29363	30193	831	1	0.386	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_31	30207	31040	834	1	0.381	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_32	31052	32122	1071	1	0.383	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_33	32103	32762	660	1	0.412	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_34	32856	33947	1092	1	0.414	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_35	33992	34513	522	-1	0.362	11	GGA/GAG/AGG	GENOMAD.179063.CP	2.377e-12	67	0	0	0	1	NA	NA	NA	PF06127;COG4539;K24121	Uncharacterized membrane protein YGL010W
NODE_1_length_242150_cov_34.945588_36	34606	35313	708	1	0.340	11	None	GENOMAD.134120.CP	3.04e-28	116	0	0	0	1	NA	NA	NA	PF00027;COG0664;TIGR03697;K21563	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases
NODE_1_length_242150_cov_34.945588_37	35486	35821	336	1	0.399	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_38	35894	36364	471	-1	0.378	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_39	36466	37206	741	1	0.390	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_40	37208	37549	342	1	0.368	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_41	37678	38067	390	1	0.362	11	GGA/GAG/AGG	GENOMAD.168375.CP	1.827e-58	198	0	0	0	1	NA	NA	NA	PF02962;COG3232;TIGR00013;K14422	5-carboxymethyl-2-hydroxymuconate isomerase
NODE_1_length_242150_cov_34.945588_42	38179	39387	1209	1	0.422	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_43	39415	42078	2664	1	0.407	11	None	GENOMAD.111010.CP	4.105e-169	556	0	0	0	1	NA	NA	NA	PF08335;PF12252;PF03445;K00990;TIGR01693;COG2844	[Protein-PII] uridylyltransferase
NODE_1_length_242150_cov_34.945588_44	42047	43273	1227	1	0.394	11	AGxAG	GENOMAD.099160.CP	5.934e-06	51	0	0	0	1	NA	NA	NA	PF12897;TIGR03542;K08969;COG1168	LL-diaminopimelate aminotransferase
NODE_1_length_242150_cov_34.945588_45	43331	43963	633	-1	0.321	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_46	44028	44873	846	-1	0.375	11	None	GENOMAD.138359.CP	1.514e-07	55	0	0	0	1	NA	NA	NA	PF12833;K13631;COG2207	AraC-type DNA-binding domain and AraC-containing proteins
NODE_1_length_242150_cov_34.945588_47	44873	45358	486	-1	0.364	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_48	45355	45774	420	-1	0.426	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_49	46015	47445	1431	1	0.400	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_50	47912	49219	1308	1	0.391	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_51	49903	50970	1068	1	0.395	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_52	51185	54748	3564	1	0.418	11	AGGA	GENOMAD.065723.VV	5.959e-36	152	0	0	0	1246	Caudoviricetes	NA	NA	PF07733;PF02811;K02337;TIGR00594;COG0587	DNA-directed DNA polymerase III (polc)
NODE_1_length_242150_cov_34.945588_53	54763	55602	840	1	0.427	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_54	55595	56410	816	1	0.424	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_55	56514	57455	942	1	0.379	11	GGA/GAG/AGG	GENOMAD.221833.CP	9.122e-174	541	0	0	0	1	NA	NA	NA	PF09477;PF02402;COG3017;TIGR02795	Bacterial type II secretion system chaperone protein (type_III_yscG); Lysis protein
NODE_1_length_242150_cov_34.945588_56	57572	59578	2007	1	0.379	11	None	GENOMAD.213175.PC	7.152e-111	376	0	0	0	1	NA	NA	NA	PF04301;COG1075;TIGR01738;K07000	Triacylglycerol esterase/lipase EstA, alpha/beta hydrolase fold
NODE_1_length_242150_cov_34.945588_57	59632	61197	1566	-1	0.437	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_58	61375	61896	522	-1	0.406	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_59	61896	62456	561	-1	0.408	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_60	62558	63460	903	1	0.401	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_61	63551	64585	1035	-1	0.373	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_62	64690	65019	330	-1	0.348	11	None	GENOMAD.159379.CP	0.0006091	40	0	0	0	1	NA	NA	NA	PF09824;K22043;COG4189;TIGR02702	Predicted transcriptional regulator
NODE_1_length_242150_cov_34.945588_63	65104	65532	429	1	0.375	11	None	GENOMAD.171279.PC	5.081e-10	59	0	0	0	1	NA	NA	NA	PF03960;TIGR00014;K00537;COG1393	arsenate reductase (glutaredoxin)
NODE_1_length_242150_cov_34.945588_64	65601	65762	162	-1	0.364	11	GGA/GAG/AGG	GENOMAD.147527.PC	5.186e-20	83	0	0	0	1	NA	NA	NA	PF07235;COG4317;TIGR03510	Xanthosine utilization system component, XapX domain
NODE_1_length_242150_cov_34.945588_65	65820	67694	1875	-1	0.448	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_66	67805	68491	687	-1	0.418	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_67	68687	69577	891	1	0.332	11	None	GENOMAD.190451.PC	1.95e-08	58	0	0	0	1	NA	NA	NA	K21698;TIGR02424;COG0583	pca operon transcription factor PcaQ
NODE_1_length_242150_cov_34.945588_68	69617	70354	738	-1	0.369	11	GGAG/GAGG	GENOMAD.140878.CP	0.0006936	43	0	0	0	1	NA	NA	NA	PF07840;TIGR02812;K22293;COG2186	fatty acid metabolism transcriptional regulator FadR
NODE_1_length_242150_cov_34.945588_69	70765	72234	1470	1	0.405	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_70	72231	72965	735	1	0.424	11	GGA/GAG/AGG	GENOMAD.166716.PC	2.671e-18	87	0	0	0	1	NA	NA	NA	PF01177;K16841;COG4126;TIGR02990	Asp/Glu/hydantoin racemase
NODE_1_length_242150_cov_34.945588_71	73033	73914	882	-1	0.422	11	None	GENOMAD.179226.PC	5.589e-05	47	0	0	0	1	NA	NA	NA	PF06821;K07002;COG3545;TIGR02240	Serine hydrolase
NODE_1_length_242150_cov_34.945588_72	73923	74792	870	-1	0.423	11	AGGAGG	GENOMAD.132791.CP	2.39e-11	67	0	1	0	1	NA	T_virB9	NA	PF03524;K15552;TIGR02781;COG3504	P-type conjugative transfer protein VirB9
NODE_1_length_242150_cov_34.945588_73	74789	75583	795	-1	0.403	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_74	75593	76615	1023	-1	0.400	11	None	GENOMAD.154871.CP	5.658e-14	76	0	0	0	1	NA	NA	NA	PF13379;K15551;TIGR01729;COG4521	taurine ABC transporter, periplasmic binding protein
NODE_1_length_242150_cov_34.945588_75	77075	77500	426	1	0.406	11	AGGAG	GENOMAD.180882.CP	4.875e-20	88	0	0	0	1	NA	NA	NA	COG3746;K07221	Phosphate-selective porin
NODE_1_length_242150_cov_34.945588_76	77522	78259	738	1	0.408	11	None	GENOMAD.180882.CP	6.128e-46	168	0	0	0	1	NA	NA	NA	COG3746;K07221	Phosphate-selective porin
NODE_1_length_242150_cov_34.945588_77	78321	79787	1467	-1	0.419	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_78	79983	81374	1392	-1	0.412	11	None	GENOMAD.132887.CP	6.074e-05	48	0	0	0	1	NA	NA	NA	PF00296;TIGR04027;COG2141;K23464	putative FMN-dependent luciferase-like monooxygenase, KPN_01858 family
NODE_1_length_242150_cov_34.945588_79	81552	82847	1296	-1	0.424	11	None	GENOMAD.166670.PC	8.186e-42	163	0	0	0	1	NA	NA	NA	TIGR04022;K22219;COG1960	sulfur acquisition oxidoreductase, SfnB family
NODE_1_length_242150_cov_34.945588_80	82966	83784	819	-1	0.326	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_81	84153	84419	267	1	0.318	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_82	84438	85883	1446	1	0.435	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_83	85876	86880	1005	1	0.415	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_84	86895	87029	135	1	0.363	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_85	87128	88546	1419	1	0.389	11	None	GENOMAD.205743.CP	0.0002565	46	0	0	0	1	NA	NA	NA	PF00392;COG2188;K03486;TIGR02404	DNA-binding transcriptional regulator, GntR family
NODE_1_length_242150_cov_34.945588_86	88644	89561	918	1	0.362	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_87	89611	90375	765	-1	0.438	11	GGAGG	GENOMAD.215410.PC	1.797e-119	381	0	0	0	1	NA	NA	NA	PF03818;TIGR00808;COG2855	Malonate/sodium symporter MadM subunit
NODE_1_length_242150_cov_34.945588_88	90368	90787	420	-1	0.433	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_89	90836	91774	939	-1	0.439	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_90	91787	92389	603	-1	0.443	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_91	92386	93213	828	-1	0.443	11	AGGAG	GENOMAD.129449.CP	1.533e-68	235	0	0	0	1	NA	NA	NA	PF01039;K13932;TIGR01117;COG4799	methylmalonyl-CoA decarboxylase alpha subunit
NODE_1_length_242150_cov_34.945588_92	93210	94061	852	-1	0.421	11	GGAGG	GENOMAD.129449.CP	4.266e-88	292	0	0	0	1	NA	NA	NA	PF01039;K13932;TIGR01117;COG4799	methylmalonyl-CoA decarboxylase alpha subunit
NODE_1_length_242150_cov_34.945588_93	94054	94353	300	-1	0.447	11	GGA/GAG/AGG	GENOMAD.209355.CP	3.2e-15	72	0	0	0	1	NA	NA	NA	PF06857;K13931;TIGR03130;COG3052	malonate decarboxylase acyl carrier protein
NODE_1_length_242150_cov_34.945588_94	94356	95240	885	-1	0.450	11	AGGAG	GENOMAD.181951.CP	3.72e-25	109	0	0	0	1	NA	NA	NA	PF01874;COG1767;TIGR03132;K05966	Triphosphoribosyl-dephospho-CoA synthetase
NODE_1_length_242150_cov_34.945588_95	95240	96919	1680	-1	0.443	11	GGA/GAG/AGG	GENOMAD.209570.CP	5.673e-294	902	0	0	0	1	NA	NA	NA	PF16957;K13929;TIGR01110;COG4670	Malonate decarboxylase, alpha subunit, transporter
NODE_1_length_242150_cov_34.945588_96	97324	98511	1188	1	0.418	11	GGA/GAG/AGG	GENOMAD.161976.CP	2.017e-71	249	0	0	0	1	NA	NA	NA	PF05977;COG2223;TIGR04259;K08224	Nitrate/nitrite transporter NarK
NODE_1_length_242150_cov_34.945588_97	98519	99112	594	-1	0.428	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_98	99155	99790	636	-1	0.414	11	GGAG/GAGG	GENOMAD.166208.CP	2.543e-17	83	0	0	0	1	NA	NA	NA	PF04299;K07734;COG2808	Putative FMN-binding domain
NODE_1_length_242150_cov_34.945588_99	99906	101396	1491	1	0.425	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_100	101404	102093	690	-1	0.417	11	GGA/GAG/AGG	GENOMAD.154359.CP	4.081e-17	83	0	0	0	1	NA	NA	NA	PF04172;COG1346;TIGR00659;K05339	Putative effector of murein hydrolase
NODE_1_length_242150_cov_34.945588_101	102107	102538	432	-1	0.391	11	None	GENOMAD.166524.CP	4.235e-13	68	0	0	0	1	NA	NA	NA	PF03788;COG1380;K06518	Putative effector of murein hydrolase LrgA, UPF0299 family
NODE_1_length_242150_cov_34.945588_102	102649	103554	906	1	0.391	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_103	103674	104300	627	1	0.391	11	GGA/GAG/AGG	GENOMAD.147216.CP	1.214e-07	54	0	0	0	1	NA	NA	NA	PF14834;PF13417;TIGR01262;COG5494;K21888	maleylacetoacetate isomerase
NODE_1_length_242150_cov_34.945588_104	104334	105194	861	1	0.411	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_105	105232	106152	921	-1	0.421	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_106	106278	107015	738	1	0.446	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_107	107254	107763	510	1	0.406	11	AGGA	GENOMAD.137823.CP	4.152e-25	104	0	0	0	1	NA	NA	NA	PF00581;TIGR03865;K02439;COG2897	PQQ-dependent catabolism-associated CXXCW motif protein
NODE_1_length_242150_cov_34.945588_108	107800	108723	924	1	0.439	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_109	108964	109896	933	1	0.439	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_110	109871	111832	1962	1	0.451	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_111	112299	112937	639	-1	0.408	11	AGGA/GGAG/GAGG	GENOMAD.154338.CP	1.187e-05	48	0	0	0	1	NA	NA	NA	PF01810;COG1280;K06895;TIGR00949	Threonine/homoserine/homoserine lactone efflux protein
NODE_1_length_242150_cov_34.945588_112	113029	113964	936	1	0.426	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_113	114212	115078	867	-1	0.381	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_114	115161	116021	861	-1	0.394	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_115	116052	116783	732	-1	0.417	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_116	116786	117451	666	-1	0.413	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_117	117441	118100	660	-1	0.397	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_118	118388	118672	285	-1	0.386	11	GGAG/GAGG	GENOMAD.177699.CP	4.394e-10	57	0	0	0	1	NA	NA	NA	PF14542;COG2388;TIGR01575	GCN5-related N-acetyl-transferase
NODE_1_length_242150_cov_34.945588_119	118816	119775	960	-1	0.398	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_120	119772	123227	3456	-1	0.407	11	GGA/GAG/AGG	GENOMAD.170409.PC	1.306e-186	618	0	0	0	1	NA	NA	NA	COG1953;K10974	Cytosine/uracil/thiamine/allantoin permease
NODE_1_length_242150_cov_34.945588_121	123432	125048	1617	1	0.431	11	GGAG/GAGG	GENOMAD.170409.PC	5.872e-238	739	0	0	0	1	NA	NA	NA	COG1953;K10974	Cytosine/uracil/thiamine/allantoin permease
NODE_1_length_242150_cov_34.945588_122	125107	125562	456	-1	0.410	11	None	GENOMAD.140723.CP	1.549e-62	211	0	0	0	1	NA	NA	NA	PF17805;PF02295;K05800;COG1522;TIGR02702	DNA-binding transcriptional regulator, Lrp family
NODE_1_length_242150_cov_34.945588_123	125719	126330	612	1	0.428	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_124	126401	127012	612	-1	0.402	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_125	127295	127531	237	1	0.359	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_126	127592	128764	1173	-1	0.558	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_127	129249	129662	414	1	0.263	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_128	129804	130682	879	1	0.375	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_129	130739	132877	2139	-1	0.409	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_130	132938	134347	1410	-1	0.355	11	GGAG/GAGG	GENOMAD.208873.PC	4.921e-178	562	0	0	0	1	NA	NA	NA	PF14518;COG5424;TIGR02111	Iron-containing redox enzyme
NODE_1_length_242150_cov_34.945588_131	134663	135142	480	1	0.323	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_132	135427	135648	222	1	0.387	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_133	135754	136071	318	1	0.412	11	GGAG/GAGG	GENOMAD.215480.PC	7.527e-09	54	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_134	136156	136377	222	-1	0.311	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_135	136465	136893	429	-1	0.301	11	GGA/GAG/AGG	GENOMAD.214719.PV	1.302e-43	156	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_136	137163	137306	144	-1	0.382	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_137	138001	138147	147	1	0.259	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_138	138276	138566	291	1	0.354	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_139	138568	139473	906	-1	0.393	11	None	GENOMAD.146193.CP	2.873e-05	48	0	0	0	1	NA	NA	NA	PF00126;COG0583;TIGR03298;K21757	DNA-binding transcriptional regulator, LysR family
NODE_1_length_242150_cov_34.945588_140	139585	140823	1239	1	0.383	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_141	140869	142275	1407	-1	0.392	11	GGA/GAG/AGG	GENOMAD.181569.CP	1.826e-111	369	0	0	0	1	NA	NA	NA	PF19577;COG3203;K16076	DcaP outer membrane protein
NODE_1_length_242150_cov_34.945588_142	142396	143067	672	-1	0.393	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_143	143138	144832	1695	-1	0.403	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_144	144944	145561	618	-1	0.395	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_145	145706	146878	1173	1	0.437	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242150_cov_34.945588_146	146903	148504	1602	1	0.453	11	AGGA	GENOMAD.114541.CP	3.849e-58	215	0	0	0	1	NA	NA	NA	PF01039;K01604;TIGR01117;COG4799	methylmalonyl-CoA decarboxylase alpha subunit
