gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
NODE_2_length_159602_cov_25.125179_31	35340	36359	1020	1	0.430	11	TAA	GENOMAD.136647.CP	5.292e-84	283	0	0	0	1	NA	NA	NA	PF12706;K03476;COG2220;TIGR03307	L-ascorbate metabolism protein UlaG, beta-lactamase superfamily
NODE_2_length_159602_cov_25.125179_32	36558	37106	549	1	0.435	11	AAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_33	37265	38470	1206	1	0.432	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_34	38562	39254	693	-1	0.392	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_35	39386	39823	438	1	0.356	11	TAA	GENOMAD.153467.PC	7.108e-05	44	0	0	0	1	NA	NA	NA	PF13171;K08365;TIGR02044;COG0789	Cu(I)-responsive transcriptional regulator
NODE_2_length_159602_cov_25.125179_36	39985	40569	585	-1	0.383	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_37	40755	41822	1068	-1	0.445	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_38	41831	43075	1245	-1	0.423	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_39	43274	43696	423	-1	0.352	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_40	43888	44898	1011	1	0.407	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_41	45038	45904	867	1	0.367	11	TAAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_42	46080	47147	1068	1	0.378	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_43	47329	47592	264	1	0.318	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_44	47616	49136	1521	-1	0.416	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_45	49213	50043	831	-1	0.402	11	None	GENOMAD.159647.PC	3.604e-47	173	0	0	0	1	NA	NA	NA	PF08386	TAP-like protein
NODE_2_length_159602_cov_25.125179_46	50465	51358	894	1	0.400	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_47	51408	52853	1446	1	0.420	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_48	52937	53923	987	1	0.389	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_49	54071	55723	1653	-1	0.390	11	TAA	GENOMAD.119360.CP	3.951e-221	691	0	0	0	1	NA	NA	NA	COG4147	Na+(or H+)/acetate symporter ActP
NODE_2_length_159602_cov_25.125179_50	55716	56027	312	-1	0.314	11	AAAAAA	GENOMAD.182066.CP	1.886e-14	70	0	0	0	1	NA	NA	NA	PF04341;COG3162	Uncharacterized membrane protein, DUF485 family
NODE_2_length_159602_cov_25.125179_51	56055	57641	1587	-1	0.389	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_52	57834	59717	1884	-1	0.346	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_53	59741	60508	768	-1	0.378	11	AATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_54	60527	61687	1161	-1	0.424	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_55	61684	62412	729	-1	0.358	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_56	62405	62749	345	-1	0.351	11	AAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_57	62746	63735	990	-1	0.365	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_58	63898	65472	1575	-1	0.469	11	TAA	GENOMAD.168696.PC	6.722e-122	402	0	0	0	1	NA	NA	NA	PF07368;TIGR00407;COG0014;K18601	gamma-glutamyl phosphate reductase
NODE_2_length_159602_cov_25.125179_59	65484	66482	999	-1	0.415	11	AATAA	GENOMAD.194465.PC	4.483e-102	335	0	0	0	1	NA	NA	NA	PF11010;COG3802;K14259;TIGR01266	Fumarylacetoacetate (FAA) hydrolase family protein
NODE_2_length_159602_cov_25.125179_60	66493	67809	1317	-1	0.411	11	AATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_61	67967	69700	1734	1	0.448	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_62	69784	70500	717	1	0.377	11	TAA	GENOMAD.133667.CP	0.0003126	44	0	0	0	1	NA	NA	NA	PF07840;PF07729;K22104;TIGR02812;COG2186	fatty acid metabolism transcriptional regulator FadR
NODE_2_length_159602_cov_25.125179_63	70568	71362	795	-1	0.370	11	AAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_64	71444	72358	915	-1	0.367	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_65	72459	73565	1107	1	0.422	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_66	73589	73879	291	1	0.392	11	TAA	GENOMAD.191664.PC	2.047e-18	81	0	0	0	1	NA	NA	NA	PF02426;K03464;TIGR03221;COG4829	muconolactone delta-isomerase
NODE_2_length_159602_cov_25.125179_67	74040	74960	921	1	0.440	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_68	75095	75766	672	1	0.473	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_69	75785	76438	654	1	0.492	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_70	76858	78072	1215	1	0.493	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_71	78083	78862	780	1	0.419	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_72	79123	81585	2463	1	0.398	11	TAA	GENOMAD.148099.CP	1.169e-32	140	0	0	0	1	NA	NA	NA	PF01804;PF06588;COG2366;K01434	Penicillin amidase; Muskelin N-terminus
NODE_2_length_159602_cov_25.125179_73	81657	83144	1488	-1	0.401	11	AAA	GENOMAD.168696.PC	3.314e-05	49	0	0	0	1	NA	NA	NA	PF07368;TIGR00407;COG0014;K18601	gamma-glutamyl phosphate reductase
NODE_2_length_159602_cov_25.125179_74	83176	84453	1278	-1	0.378	11	AAAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_75	84536	86842	2307	-1	0.397	11	AAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_76	87060	87974	915	-1	0.350	11	TAA	GENOMAD.147295.CP	8.943e-17	84	0	0	0	1	NA	NA	NA	PF14525;PF12833;K14063;TIGR02297;COG2207	4-hydroxyphenylacetate catabolism regulatory protein HpaA
NODE_2_length_159602_cov_25.125179_77	88173	89126	954	-1	0.409	11	AAA	GENOMAD.140649.CP	2.881e-28	119	0	0	0	1	NA	NA	NA	PF01613;K23462;TIGR03615;COG1853	pyrimidine utilization flavin reductase protein F
NODE_2_length_159602_cov_25.125179_78	89175	90128	954	-1	0.421	11	AAAA	GENOMAD.161620.PC	2.057e-07	55	0	0	0	1	NA	NA	NA	PF08030;K21607;TIGR02160;COG1018	phenylacetate-CoA oxygenase/reductase, PaaK subunit
NODE_2_length_159602_cov_25.125179_79	90163	90900	738	-1	0.439	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_80	90911	91396	486	-1	0.399	11	TAA	GENOMAD.170862.PC	3.488e-75	248	0	0	0	1	NA	NA	NA	PF00866;K05550;TIGR03231;COG5517	anthranilate 1,2-dioxygenase, small subunit
NODE_2_length_159602_cov_25.125179_81	91407	92717	1311	-1	0.429	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_82	92714	93241	528	-1	0.381	11	None	GENOMAD.211184.PC	2.509e-102	327	0	0	0	1	NA	NA	NA	PF02982;COG5517;TIGR03232	Scytalone dehydratase
NODE_2_length_159602_cov_25.125179_83	93252	93611	360	-1	0.442	11	AAAAA	GENOMAD.102369.PP	2.504e-42	151	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_84	93640	94809	1170	-1	0.444	11	AATAA	GENOMAD.152217.PC	2.787e-44	169	0	0	0	1	NA	NA	NA	PF08028;PF02771;K22027;COG1960;TIGR04022	Acyl-CoA dehydrogenase related to the alkylation response protein AidB
NODE_2_length_159602_cov_25.125179_85	94825	95934	1110	-1	0.413	11	TAAAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_86	96009	96551	543	1	0.348	11	TAA	GENOMAD.228067.PC	3.514e-22	96	0	0	0	1	NA	NA	NA	PF20024;K15973;TIGR04472;COG5631	mobile rSAM pair MarR family regulator
NODE_2_length_159602_cov_25.125179_87	96964	98313	1350	1	0.406	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_88	98430	99686	1257	1	0.382	11	None	GENOMAD.116878.PP	4.362e-261	799	0	0	0	1	NA	NA	NA	PF03573;K21758	outer membrane porin, OprD family
NODE_2_length_159602_cov_25.125179_89	99722	100465	744	-1	0.411	11	AATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_90	100481	101179	699	-1	0.412	11	TAA	GENOMAD.183474.CP	9.715e-44	161	0	0	0	1	NA	NA	NA	PF00300;COG0588;TIGR03848;K15634	Phosphoglycerate mutase (BPG-dependent)
NODE_2_length_159602_cov_25.125179_91	101176	102297	1122	-1	0.398	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_92	102315	103556	1242	-1	0.416	11	AAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_93	103645	104565	921	1	0.357	11	AATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_94	104608	105420	813	1	0.391	11	None	GENOMAD.123927.CP	4.713e-16	81	0	0	0	1	NA	NA	NA	PF01614;PF09202;K19333;COG1414;TIGR02431	DNA-binding transcriptional regulator, IclR family
NODE_2_length_159602_cov_25.125179_95	105474	106340	867	-1	0.362	11	AATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_96	106345	106758	414	-1	0.341	11	TAA	GENOMAD.151842.CP	2.534e-06	48	0	0	0	1	NA	NA	NA	PF20398;COG2391	Sulphur transport
NODE_2_length_159602_cov_25.125179_97	106763	107176	414	-1	0.386	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_98	107312	107779	468	-1	0.359	11	TAA	GENOMAD.029169.CC	8.954e-05	44	0	0	0	1	NA	NA	NA	PF20033;COG3009	NA
NODE_2_length_159602_cov_25.125179_99	108410	110881	2472	-1	0.434	11	TAA	GENOMAD.179037.PC	2.227e-10	67	0	0	0	1	NA	NA	NA	K05358;COG4993;TIGR03074	Glucose dehydrogenase
NODE_2_length_159602_cov_25.125179_100	110922	112229	1308	-1	0.412	11	AAA	GENOMAD.190617.PC	1.871e-68	242	0	0	0	1	NA	NA	NA	PF04966;COG3659;K07267	Carbohydrate-selective porin OprB
NODE_2_length_159602_cov_25.125179_101	112301	113752	1452	-1	0.401	11	TAA	GENOMAD.197694.VC	4.308e-241	745	0	0	0	1	NA	NA	NA	K09483;COG3420	Nitrous oxidase accessory protein NosD, contains tandem CASH domains
NODE_2_length_159602_cov_25.125179_102	113772	114605	834	-1	0.392	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_103	114668	115297	630	-1	0.422	11	TAA	GENOMAD.170300.PC	1.048e-41	154	0	0	0	1	NA	NA	NA	PF00775;K00448;TIGR02423;COG3485	protocatechuate 3,4-dioxygenase, alpha subunit
NODE_2_length_159602_cov_25.125179_104	115312	116037	726	-1	0.413	11	TAA	GENOMAD.170300.PC	1.014e-08	58	0	0	0	1	NA	NA	NA	PF00775;K00448;TIGR02423;COG3485	protocatechuate 3,4-dioxygenase, alpha subunit
NODE_2_length_159602_cov_25.125179_105	116048	116461	414	-1	0.428	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_106	116477	117832	1356	-1	0.444	11	TAA	GENOMAD.168138.CP	0.0001183	47	0	0	0	1	NA	NA	NF033135	PF01306;K08194;TIGR00903;COG2223	major facilitator 4 family protein
NODE_2_length_159602_cov_25.125179_107	117875	118660	786	-1	0.393	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_108	118657	119934	1278	-1	0.445	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_109	120015	121226	1212	-1	0.479	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_110	121239	121892	654	-1	0.471	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_111	121911	122582	672	-1	0.473	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_112	122931	123647	717	-1	0.386	11	AAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_113	123613	124002	390	-1	0.395	11	TAA	GENOMAD.000998.CC	6.756e-20	87	0	0	0	1	NA	NA	NA	PF04977;K05589;COG2919;TIGR02209	Cell division protein FtsB
NODE_2_length_159602_cov_25.125179_114	124630	125307	678	1	0.367	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_115	125404	126693	1290	-1	0.392	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_116	126739	127596	858	-1	0.390	11	AATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_117	127628	129265	1638	-1	0.400	11	AAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_118	129489	129977	489	1	0.425	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_119	130177	131058	882	1	0.368	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_120	131111	132205	1095	-1	0.377	11	None	GENOMAD.130093.CV	1.023e-87	295	0	0	0	1	NA	NA	NA	PF00561;K13696;COG0429;TIGR03695	Predicted hydrolase of the alpha/beta-hydrolase fold
NODE_2_length_159602_cov_25.125179_121	132225	132941	717	-1	0.386	11	None	GENOMAD.190945.CP	1.888e-37	143	0	0	0	1	NA	NA	NA	PF17182;COG2755;K09795	OSK domain
NODE_2_length_159602_cov_25.125179_122	132984	133391	408	-1	0.348	11	AAAAA	GENOMAD.192344.CP	1.198e-24	101	0	0	0	1	NA	NA	NA	PF07080;K01822;COG4538;TIGR02096	Uncharacterized conserved protein (DUF2358)
NODE_2_length_159602_cov_25.125179_123	133462	135486	2025	-1	0.405	11	None	GENOMAD.112985.CP	1.861e-07	57	0	0	0	1246	Caudoviricetes	NA	NA	PF01134;PF14691;PF17179;PF12798;K15022;TIGR01316;COG0493	glutamate synthase (NADPH), homotetrameric
NODE_2_length_159602_cov_25.125179_124	135622	136182	561	1	0.399	11	None	GENOMAD.153245.CP	3.588e-10	61	0	0	0	1	NA	NA	NA	PF14557;K10917;COG3811;TIGR03433	Putative AphA-like transcriptional regulator
NODE_2_length_159602_cov_25.125179_125	136200	137102	903	1	0.372	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_126	137150	138205	1056	-1	0.379	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_127	138633	138995	363	-1	0.405	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_128	138999	141275	2277	-1	0.401	11	TAAA	GENOMAD.046845.VV	5.37e-34	144	0	0	0	1246	Caudoviricetes	NA	NA	PF10431	NA
NODE_2_length_159602_cov_25.125179_129	141285	141698	414	-1	0.401	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_130	141708	142499	792	-1	0.395	11	TAA	GENOMAD.018871.CC	5.636e-137	432	0	0	0	1	NA	NA	NA	PF20567	NA
NODE_2_length_159602_cov_25.125179_131	142542	143597	1056	-1	0.389	11	None	GENOMAD.115187.CP	8.355e-48	178	0	0	0	1	NA	NA	NA	PF02774;PF01118;K05829;TIGR01850;COG0002	N-acetyl-gamma-glutamyl-phosphate reductase, common form
NODE_2_length_159602_cov_25.125179_132	143780	145300	1521	1	0.384	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_133	145297	145965	669	-1	0.387	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_134	145977	146648	672	-1	0.393	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_135	146750	148297	1548	1	0.420	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_136	148328	149092	765	1	0.335	11	AAAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_137	149111	150448	1338	1	0.374	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_138	150489	151640	1152	-1	0.410	11	AATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_139	151661	154639	2979	-1	0.397	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_140	154852	156909	2058	-1	0.384	11	None	GENOMAD.148417.CP	2.307e-91	319	0	0	0	1246	Caudoviricetes	NA	NA	PF14905;PF07715;K16090;TIGR01783;COG4774	TonB-dependent siderophore receptor
NODE_2_length_159602_cov_25.125179_141	157186	158190	1005	1	0.404	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_142	158207	158515	309	1	0.388	11	None	GENOMAD.162129.CP	8.109e-15	71	0	0	0	1	NA	NA	NA	PF13806;COG2146;TIGR02377;K05710	Ferredoxin subunit of nitrite reductase or a ring-hydroxylating dioxygenase
NODE_2_length_159602_cov_25.125179_143	158571	159149	579	1	0.377	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_2_length_159602_cov_25.125179_144	159495	159602	108	-1	0.361	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_9_length_104467_cov_27.074133_1	98	622	525	1	0.371	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_9_length_104467_cov_27.074133_2	784	1218	435	1	0.366	11	AGxAG	GENOMAD.154104.PC	7.661e-16	76	0	0	0	1	NA	NA	NA	PF11720;PF16339;COG5510	Peptidase inhibitor I78 family
NODE_9_length_104467_cov_27.074133_3	1419	1517	99	1	0.323	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_9_length_104467_cov_27.074133_4	2079	3014	936	1	0.418	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_9_length_104467_cov_27.074133_5	3072	3980	909	-1	0.371	11	GGA/GAG/AGG	GENOMAD.148296.CP	3.443e-35	139	0	0	0	1	NA	NA	NA	PF16913;K03298;COG5006;TIGR03340	Purine nucleobase transmembrane transport
NODE_9_length_104467_cov_27.074133_6	4341	5081	741	1	0.375	11	None	GENOMAD.126222.CP	1.02e-07	55	0	0	0	1	NA	NA	NA	PF07840;TIGR03338;K22293;COG1802	phosphonate utilization associated transcriptional regulator
NODE_9_length_104467_cov_27.074133_7	5250	6182	933	1	0.429	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_9_length_104467_cov_27.074133_8	6179	7282	1104	1	0.441	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_9_length_104467_cov_27.074133_9	7283	7513	231	1	0.437	11	AGGAG	GENOMAD.160289.CP	5.854e-22	90	0	0	0	1	NA	NA	NA	PF13510;K22550;COG3383;TIGR01973	Predicted molibdopterin-dependent oxidoreductase YjgC
NODE_9_length_104467_cov_27.074133_10	7513	8775	1263	1	0.454	11	GGA/GAG/AGG	GENOMAD.133542.CP	4.866e-28	121	0	0	0	1	NA	NA	NA	PF01134;PF17806;K24954;COG1251;TIGR01372	NAD(P)H-nitrite reductase, large subunit
NODE_9_length_104467_cov_27.074133_11	8820	9572	753	1	0.372	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
