gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
NODE_1_length_242023_cov_46.139858_60	59895	60710	816	1	0.423	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_61	60925	62175	1251	-1	0.426	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_62	62237	63388	1152	-1	0.440	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_63	63720	64937	1218	1	0.435	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_64	65118	65969	852	1	0.398	11	GGA/GAG/AGG	GENOMAD.132682.CP	8.275e-50	181	0	0	0	1	NA	NA	NA	PF01614;PF08279;K20329;COG1414;TIGR02431	DNA-binding transcriptional regulator, IclR family
NODE_1_length_242023_cov_46.139858_65	66037	66846	810	-1	0.386	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_66	67068	68039	972	1	0.430	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_67	68075	69244	1170	-1	0.382	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_68	69311	70219	909	-1	0.384	11	None	GENOMAD.132682.CP	3.772e-48	177	0	0	0	1	NA	NA	NA	PF01614;PF08279;K20329;COG1414;TIGR02431	DNA-binding transcriptional regulator, IclR family
NODE_1_length_242023_cov_46.139858_69	70263	71468	1206	-1	0.437	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_70	71483	73006	1524	-1	0.408	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_71	73068	73829	762	-1	0.400	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_72	73859	74647	789	-1	0.431	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_73	74959	76113	1155	1	0.434	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_74	76142	77455	1314	1	0.406	11	GGAG/GAGG	GENOMAD.158163.CP	0.000464	45	0	0	0	1	NA	NA	NF033135	COG2223;K18553	Nitrate/nitrite transporter NarK
NODE_1_length_242023_cov_46.139858_75	77503	78171	669	1	0.419	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_76	78171	78824	654	1	0.422	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_77	78861	80177	1317	1	0.399	11	AGGA	GENOMAD.183341.CP	1.913e-49	186	0	0	0	1	NA	NA	NA	PF19577;COG3203	DcaP outer membrane protein
NODE_1_length_242023_cov_46.139858_78	80196	81413	1218	1	0.401	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_79	81434	81868	435	-1	0.434	11	AGGA	GENOMAD.190063.CP	0.0001509	43	0	0	0	1	NA	NA	NA	PF14539;K02614;TIGR00369;COG2050	phenylacetic acid degradation protein PaaD
NODE_1_length_242023_cov_46.139858_80	82188	83990	1803	1	0.418	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_81	84187	84990	804	1	0.429	11	AGGA	GENOMAD.183741.CP	1.457e-31	127	0	0	0	1	NA	NA	NA	PF13622;COG1946;TIGR00189	Acyl-CoA thioesterase
NODE_1_length_242023_cov_46.139858_82	85052	88534	3483	-1	0.430	11	AGGAG	GENOMAD.137972.CP	1.341e-167	562	0	0	0	1	NA	NA	NA	PF01855;PF17147;K04090;TIGR03336;COG4231	indolepyruvate ferredoxin oxidoreductase, alpha subunit
NODE_1_length_242023_cov_46.139858_83	88739	89680	942	1	0.425	11	4Base/6BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_84	89932	90834	903	-1	0.440	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_85	90831	92822	1992	-1	0.436	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_86	92834	93637	804	-1	0.444	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_87	93647	95248	1602	-1	0.453	11	AGGA	GENOMAD.114541.CP	3.849e-58	215	0	0	0	1	NA	NA	NA	PF01039;K01604;TIGR01117;COG4799	methylmalonyl-CoA decarboxylase alpha subunit
NODE_1_length_242023_cov_46.139858_88	95273	96445	1173	-1	0.438	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_89	96590	97207	618	1	0.395	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_90	97319	99013	1695	1	0.403	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_91	99084	99755	672	1	0.393	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_92	99876	101282	1407	1	0.392	11	GGA/GAG/AGG	GENOMAD.181569.CP	1.826e-111	369	0	0	0	1	NA	NA	NA	PF19577;COG3203;K16076	DcaP outer membrane protein
NODE_1_length_242023_cov_46.139858_93	101328	102566	1239	-1	0.383	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_94	102678	103583	906	1	0.392	11	None	GENOMAD.146193.CP	2.873e-05	48	0	0	0	1	NA	NA	NA	PF00126;COG0583;TIGR03298;K21757	DNA-binding transcriptional regulator, LysR family
NODE_1_length_242023_cov_46.139858_95	103585	103875	291	-1	0.354	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_96	104004	104150	147	-1	0.259	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_97	104845	104988	144	1	0.396	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_98	105258	105686	429	1	0.303	11	GGA/GAG/AGG	GENOMAD.214719.PV	1.302e-43	156	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_99	105774	105995	222	1	0.306	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_100	106080	106397	318	-1	0.415	11	GGAG/GAGG	GENOMAD.215480.PC	7.527e-09	54	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_101	106503	106724	222	-1	0.383	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_102	107009	107488	480	-1	0.321	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_103	107804	109213	1410	1	0.355	11	GGAG/GAGG	GENOMAD.208873.PC	4.921e-178	562	0	0	0	1	NA	NA	NA	PF14518;COG5424;TIGR02111	Iron-containing redox enzyme
NODE_1_length_242023_cov_46.139858_104	109274	111412	2139	1	0.409	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_105	111469	112347	879	-1	0.374	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_106	112489	112902	414	-1	0.263	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_107	113387	114559	1173	1	0.558	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_108	114620	114856	237	-1	0.354	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_109	115139	115750	612	1	0.404	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_110	115821	116432	612	-1	0.428	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_111	116589	117044	456	1	0.414	11	None	GENOMAD.140723.CP	1.549e-62	211	0	0	0	1	NA	NA	NA	PF17805;PF02295;K05800;COG1522;TIGR02702	DNA-binding transcriptional regulator, Lrp family
NODE_1_length_242023_cov_46.139858_112	117103	118719	1617	-1	0.430	11	GGAG/GAGG	GENOMAD.170409.PC	5.872e-238	739	0	0	0	1	NA	NA	NA	COG1953;K10974	Cytosine/uracil/thiamine/allantoin permease
NODE_1_length_242023_cov_46.139858_113	118924	122379	3456	1	0.407	11	GGA/GAG/AGG	GENOMAD.170409.PC	1.306e-186	618	0	0	0	1	NA	NA	NA	COG1953;K10974	Cytosine/uracil/thiamine/allantoin permease
NODE_1_length_242023_cov_46.139858_114	122376	123335	960	1	0.398	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_115	123479	123763	285	1	0.386	11	GGAG/GAGG	GENOMAD.177699.CP	4.394e-10	57	0	0	0	1	NA	NA	NA	PF14542;COG2388;TIGR01575	GCN5-related N-acetyl-transferase
NODE_1_length_242023_cov_46.139858_116	124051	124710	660	1	0.395	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_117	124700	125365	666	1	0.411	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_118	125368	126099	732	1	0.418	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_119	126130	126990	861	1	0.393	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_120	127073	127939	867	1	0.382	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_121	128187	129122	936	-1	0.426	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_122	129214	129852	639	1	0.408	11	AGGA/GGAG/GAGG	GENOMAD.154338.CP	1.187e-05	48	0	0	0	1	NA	NA	NA	PF01810;COG1280;K06895;TIGR00949	Threonine/homoserine/homoserine lactone efflux protein
NODE_1_length_242023_cov_46.139858_123	130319	132280	1962	-1	0.451	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_124	132255	133187	933	-1	0.439	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_125	133428	134351	924	-1	0.438	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_126	134388	134897	510	-1	0.406	11	AGGA	GENOMAD.137823.CP	4.152e-25	104	0	0	0	1	NA	NA	NA	PF00581;TIGR03865;K02439;COG2897	PQQ-dependent catabolism-associated CXXCW motif protein
NODE_1_length_242023_cov_46.139858_127	135136	135873	738	-1	0.444	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_128	135999	136919	921	1	0.419	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_129	136957	137817	861	-1	0.410	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_130	137851	138477	627	-1	0.392	11	GGA/GAG/AGG	GENOMAD.147216.CP	1.214e-07	54	0	0	0	1	NA	NA	NA	PF14834;PF13417;TIGR01262;COG5494;K21888	maleylacetoacetate isomerase
NODE_1_length_242023_cov_46.139858_131	138597	139502	906	-1	0.389	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_132	139613	140044	432	1	0.394	11	None	GENOMAD.166524.CP	4.235e-13	68	0	0	0	1	NA	NA	NA	PF03788;COG1380;K06518	Putative effector of murein hydrolase LrgA, UPF0299 family
NODE_1_length_242023_cov_46.139858_133	140058	140747	690	1	0.417	11	GGA/GAG/AGG	GENOMAD.154359.CP	4.081e-17	83	0	0	0	1	NA	NA	NA	PF04172;COG1346;TIGR00659;K05339	Putative effector of murein hydrolase
NODE_1_length_242023_cov_46.139858_134	140755	142245	1491	-1	0.425	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_135	142361	142996	636	1	0.410	11	GGAG/GAGG	GENOMAD.166208.CP	2.543e-17	83	0	0	0	1	NA	NA	NA	PF04299;K07734;COG2808	Putative FMN-binding domain
NODE_1_length_242023_cov_46.139858_136	143039	143632	594	1	0.428	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_137	143640	144827	1188	-1	0.419	11	GGA/GAG/AGG	GENOMAD.161976.CP	2.017e-71	249	0	0	0	1	NA	NA	NA	PF05977;COG2223;TIGR04259;K08224	Nitrate/nitrite transporter NarK
NODE_1_length_242023_cov_46.139858_138	145232	146911	1680	1	0.443	11	GGA/GAG/AGG	GENOMAD.209570.CP	5.673e-294	902	0	0	0	1	NA	NA	NA	PF16957;K13929;TIGR01110;COG4670	Malonate decarboxylase, alpha subunit, transporter
NODE_1_length_242023_cov_46.139858_139	146911	147795	885	1	0.450	11	AGGAG	GENOMAD.181951.CP	3.72e-25	109	0	0	0	1	NA	NA	NA	PF01874;COG1767;TIGR03132;K05966	Triphosphoribosyl-dephospho-CoA synthetase
NODE_1_length_242023_cov_46.139858_140	147798	148097	300	1	0.450	11	GGA/GAG/AGG	GENOMAD.209355.CP	3.2e-15	72	0	0	0	1	NA	NA	NA	PF06857;K13931;TIGR03130;COG3052	malonate decarboxylase acyl carrier protein
NODE_1_length_242023_cov_46.139858_141	148090	148941	852	1	0.421	11	GGAGG	GENOMAD.129449.CP	4.266e-88	292	0	0	0	1	NA	NA	NA	PF01039;K13932;TIGR01117;COG4799	methylmalonyl-CoA decarboxylase alpha subunit
NODE_1_length_242023_cov_46.139858_142	148938	149765	828	1	0.442	11	AGGAG	GENOMAD.129449.CP	1.533e-68	235	0	0	0	1	NA	NA	NA	PF01039;K13932;TIGR01117;COG4799	methylmalonyl-CoA decarboxylase alpha subunit
NODE_1_length_242023_cov_46.139858_143	149762	150364	603	1	0.443	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_144	150377	151315	939	1	0.438	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_1_length_242023_cov_46.139858_145	151364	151783	420	1	0.433	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
